course_id,Course Name,platform,domain,level,rating,enrollments,duration_hours,language,price,prerequisites
C0008785,Complete Guide to Blockchain,FutureLearn,Blockchain,Advanced,4.92,15357,82,French,68.33,Python Basics
C0008786,Advanced Big Data Concepts,edX,Big Data,Advanced,3.79,45500,21,Hindi,32.54,Python Basics
C0008787,Machine Learning Hands-on Workshop,FutureLearn,Machine Learning,Advanced,4.08,21958,41,French,26.13,Linear Algebra
C0008788,Mastering Cloud Computing using R,edX,Cloud Computing,Advanced,4.91,27903,31,Hindi,84.84,Statistics
C0008789,Mastering Cloud Computing Masterclass,NPTEL,Cloud Computing,Intermediate,3.97,5927,54,Spanish,0.56,Basic Programming
C0008790,Crash Course in Web Development,edX,Web Development,Advanced,3.54,10014,68,Hindi,9.3,Python Basics
C0008791,Big Data Hands-on Workshop,Udemy,Big Data,Intermediate,3.98,14351,72,Spanish,0.88,Statistics
C0008792,AI Project-Based Bootcamp,FutureLearn,AI,Advanced,4.15,43552,93,English,21.18,Statistics
C0008793,Data Science Fundamentals using TensorFlow,Coursera,Data Science,Advanced,4.91,3223,91,Spanish,75.26,Python Basics
C0008794,Crash Course in Machine Learning,Skillshare,Machine Learning,Intermediate,4.87,48106,81,English,66.72,Statistics
C0008795,Cloud Computing Fundamentals from Scratch,Coursera,Cloud Computing,Beginner,3.52,2750,40,English,81.67,Statistics
C0008796,Blockchain for Everyone,NPTEL,Blockchain,Advanced,4.96,7576,86,French,94.7,Basic Programming
C0008797,Web Development Project-Based Bootcamp,Coursera,Web Development,Beginner,4.87,47669,75,Spanish,31.52,Basic Programming
C0008798,AI Hands-on Workshop,edX,AI,Beginner,4.84,6122,70,Hindi,29.79,Basic Programming
C0008799,Mastering Big Data from Scratch,Udemy,Big Data,Advanced,4.52,3297,15,French,85.8,None
C0008800,Mastering Machine Learning with Python,FutureLearn,Machine Learning,Intermediate,3.85,49706,84,English,78.1,Basic Programming
C0008801,Machine Learning Project-Based Bootcamp,Coursera,Machine Learning,Beginner,4.45,8358,27,French,20.93,None
C0008802,Big Data for Everyone,edX,Big Data,Intermediate,4.91,27528,53,French,42.08,Statistics
C0008803,Advanced Machine Learning Concepts,Skillshare,Machine Learning,Advanced,4.78,21814,54,English,63.37,Basic Programming
C0008804,Cloud Computing Fundamentals using R,edX,Cloud Computing,Intermediate,4.7,25726,76,Spanish,67.97,Basic Programming
C0008805,AI Project-Based Bootcamp,Skillshare,AI,Intermediate,3.75,9035,82,English,70.16,Python Basics
C0008806,Crash Course in Web Development,Coursera,Web Development,Beginner,4.67,42990,45,Spanish,10.76,None
C0008807,Web Development Fundamentals using R,Coursera,Web Development,Advanced,4.88,2581,63,Spanish,84.39,Basic Programming
C0008808,AI Hands-on Workshop,Coursera,AI,Intermediate,4.58,30656,18,French,24.07,Python Basics
C0008809,Crash Course in AI,Skillshare,AI,Intermediate,3.8,5403,26,English,2.01,None
C0008810,Advanced Cybersecurity Concepts,Udemy,Cybersecurity,Intermediate,4.87,13515,63,French,85.21,Statistics
C0008811,Cloud Computing Fundamentals from Scratch,Udemy,Cloud Computing,Advanced,4.44,42033,19,French,31.69,Basic Programming
C0008812,Crash Course in Big Data,edX,Big Data,Beginner,4.65,34829,13,French,7.77,Python Basics
C0008813,Advanced AI Concepts,Udemy,AI,Beginner,4.9,43074,81,Spanish,61.45,Linear Algebra
C0008814,Complete Guide to Big Data,Skillshare,Big Data,Advanced,4.19,19325,9,English,27.93,None
C0008815,Big Data Hands-on Workshop,edX,Big Data,Intermediate,3.99,44765,61,English,42.03,None
C0008816,Crash Course in Blockchain,Udemy,Blockchain,Beginner,4.56,47983,27,Hindi,77.76,Linear Algebra
C0008817,Crash Course in Data Science,FutureLearn,Data Science,Advanced,4.31,33645,63,French,3.73,Linear Algebra
C0008818,Complete Guide to Web Development,NPTEL,Web Development,Beginner,4.27,10081,73,English,72.47,None
C0008819,AI Hands-on Workshop,Udemy,AI,Advanced,4.83,32729,58,Hindi,45.45,Basic Programming
C0008820,Web Development Fundamentals Essentials,NPTEL,Web Development,Advanced,4.7,16077,94,English,64.48,Linear Algebra
C0008821,AI Fundamentals Essentials,FutureLearn,AI,Beginner,4.26,12563,77,English,85.82,Statistics
C0008822,AI Project-Based Bootcamp,NPTEL,AI,Intermediate,3.92,4794,55,Hindi,46.9,Python Basics
C0008823,Complete Guide to Cybersecurity,edX,Cybersecurity,Advanced,4.19,16631,23,Hindi,15.23,Statistics
C0008824,AI Fundamentals from Scratch,edX,AI,Advanced,4.06,23648,78,Spanish,5.45,None
C0008825,Blockchain for Everyone,Udemy,Blockchain,Advanced,3.95,16507,5,French,5.56,Statistics
C0008826,Mastering Cybersecurity using R,NPTEL,Cybersecurity,Beginner,3.64,49516,47,French,19.67,None
C0008827,Advanced Cloud Computing Concepts,edX,Cloud Computing,Beginner,4.08,31095,81,English,1.26,Python Basics
C0008828,Complete Guide to Big Data,Udemy,Big Data,Advanced,3.74,4253,24,Spanish,76.26,Statistics
C0008829,Complete Guide to Blockchain,Skillshare,Blockchain,Beginner,3.93,20055,5,Hindi,10.32,Basic Programming
C0008830,AI for Everyone,NPTEL,AI,Beginner,4.18,9647,58,Hindi,69.61,Basic Programming
C0008831,Cloud Computing for Everyone,FutureLearn,Cloud Computing,Beginner,4.91,26138,98,Spanish,94.88,Linear Algebra
C0008832,Big Data Fundamentals using R,FutureLearn,Big Data,Beginner,4.46,10549,98,Hindi,61.32,Linear Algebra
C0008833,Mastering Big Data Essentials,edX,Big Data,Intermediate,4.54,6511,91,Spanish,85.63,Basic Programming
C0008834,Cloud Computing Project-Based Bootcamp,FutureLearn,Cloud Computing,Beginner,4.09,29396,15,Hindi,68.96,None
C0008835,Blockchain for Everyone,NPTEL,Blockchain,Intermediate,3.8,2784,18,French,99.52,Linear Algebra
C0008836,Web Development Fundamentals using R,NPTEL,Web Development,Advanced,4.15,15950,14,English,76.77,Python Basics
C0008837,Blockchain Project-Based Bootcamp,NPTEL,Blockchain,Intermediate,4.91,2467,18,French,17.85,Python Basics
C0008838,Web Development Fundamentals using R,Coursera,Web Development,Intermediate,4.29,14789,23,Hindi,95.47,Python Basics
C0008839,Data Science for Everyone,NPTEL,Data Science,Intermediate,3.98,30165,46,Spanish,77.45,None
C0008840,Advanced Data Science Concepts,edX,Data Science,Advanced,4.31,32136,75,Hindi,97.88,Linear Algebra
C0008841,Cybersecurity Hands-on Workshop,Udemy,Cybersecurity,Advanced,3.85,6034,62,Spanish,92.71,None
C0008842,Machine Learning Hands-on Workshop,Udemy,Machine Learning,Intermediate,3.72,6449,72,Hindi,48.16,None
C0008843,Crash Course in Blockchain,Skillshare,Blockchain,Advanced,4.5,16777,19,French,24.81,Python Basics
C0008844,Mastering Big Data Bootcamp,Udemy,Big Data,Intermediate,3.67,7771,25,French,2.15,Python Basics
C0008845,Web Development Hands-on Workshop,FutureLearn,Web Development,Intermediate,3.9,18713,59,Hindi,12.6,Statistics
C0008846,Cloud Computing Project-Based Bootcamp,FutureLearn,Cloud Computing,Intermediate,4.68,49520,29,English,53.34,None
C0008847,Blockchain for Everyone,Coursera,Blockchain,Advanced,3.76,10222,32,French,56.37,Statistics
C0008848,Complete Guide to Cybersecurity,Udemy,Cybersecurity,Beginner,4.65,10565,16,Spanish,21.9,Statistics
C0008849,Complete Guide to AI,edX,AI,Intermediate,3.67,3465,30,English,19.19,Statistics
C0008850,Crash Course in Blockchain,Udemy,Blockchain,Beginner,4.43,21278,65,Spanish,47.94,None
C0008851,Cloud Computing Project-Based Bootcamp,Udemy,Cloud Computing,Advanced,4.25,16888,85,Hindi,39.87,None
C0008852,Data Science Fundamentals using TensorFlow,NPTEL,Data Science,Intermediate,3.67,10809,48,English,96.3,Python Basics
C0008853,Cybersecurity Hands-on Workshop,Skillshare,Cybersecurity,Intermediate,4.25,34819,67,French,25.46,Statistics
C0008854,Blockchain for Everyone,edX,Blockchain,Intermediate,4.44,20040,11,French,2.81,Linear Algebra
C0008855,Crash Course in Cloud Computing,Coursera,Cloud Computing,Intermediate,3.65,44166,29,French,74.55,Statistics
C0008856,Crash Course in Cybersecurity,NPTEL,Cybersecurity,Intermediate,4.92,14013,47,Spanish,2.81,Statistics
C0008857,Complete Guide to Web Development,Coursera,Web Development,Intermediate,3.97,35497,54,Spanish,86.67,Linear Algebra
C0008858,AI Fundamentals Masterclass,Skillshare,AI,Intermediate,4.4,25664,61,French,86.69,Linear Algebra
C0008859,Mastering AI Essentials,Skillshare,AI,Beginner,4.31,31371,54,Spanish,16,Linear Algebra
C0008860,Cloud Computing Fundamentals using R,NPTEL,Cloud Computing,Intermediate,4.93,46849,93,English,89.67,Linear Algebra
C0008861,AI for Everyone,NPTEL,AI,Advanced,4.43,17234,14,Spanish,20.66,Linear Algebra
C0008862,Complete Guide to Data Science,edX,Data Science,Advanced,4.15,37865,89,English,11.84,None
C0008863,Cybersecurity Fundamentals from Scratch,edX,Cybersecurity,Beginner,4.14,25033,26,French,26.36,Statistics
C0008864,Mastering Machine Learning Essentials,Udemy,Machine Learning,Beginner,3.61,47857,61,French,98.96,None
C0008865,Complete Guide to Blockchain,Coursera,Blockchain,Intermediate,3.72,27519,19,French,40.99,Statistics
C0008866,Data Science Fundamentals Essentials,Udemy,Data Science,Beginner,4.1,727,6,English,48.42,Basic Programming
C0008867,Data Science Fundamentals with Python,FutureLearn,Data Science,Intermediate,3.59,26631,56,English,84.07,None
C0008868,Mastering Web Development Masterclass,Skillshare,Web Development,Beginner,3.61,46937,83,Hindi,2.07,Linear Algebra
C0008869,Crash Course in Cybersecurity,FutureLearn,Cybersecurity,Beginner,4.21,551,13,Spanish,12.14,Basic Programming
C0008870,Big Data Project-Based Bootcamp,Coursera,Big Data,Advanced,3.73,34385,13,Spanish,81.11,None
C0008871,Advanced Web Development Concepts,Udemy,Web Development,Advanced,4.13,30156,69,French,22.63,Basic Programming
C0008872,Data Science Project-Based Bootcamp,Udemy,Data Science,Beginner,3.81,9364,34,English,40.81,Basic Programming
C0008873,Mastering Cybersecurity using TensorFlow,NPTEL,Cybersecurity,Advanced,4.9,2698,75,Spanish,31.17,Linear Algebra
C0008874,Web Development Fundamentals Bootcamp,FutureLearn,Web Development,Intermediate,3.9,28200,51,English,61.53,Linear Algebra
C0008875,Machine Learning Hands-on Workshop,Coursera,Machine Learning,Intermediate,4.18,22579,40,Hindi,93.04,Python Basics
C0008876,Big Data Hands-on Workshop,FutureLearn,Big Data,Intermediate,4.29,13168,99,French,72.22,Linear Algebra
C0008877,Mastering Cybersecurity with Python,Coursera,Cybersecurity,Beginner,3.58,31909,52,Spanish,30.07,None
C0008878,Cybersecurity for Everyone,edX,Cybersecurity,Intermediate,4.61,22955,63,French,64.44,Basic Programming
C0008879,Cloud Computing for Everyone,Udemy,Cloud Computing,Advanced,4.36,40919,50,English,58.19,Statistics
C0008880,Advanced Cloud Computing Concepts,NPTEL,Cloud Computing,Beginner,3.71,46895,51,Spanish,90.16,None
C0008881,Advanced Data Science Concepts,Skillshare,Data Science,Intermediate,4.6,30388,77,French,68.78,Basic Programming
C0008882,Web Development Fundamentals with Spark,NPTEL,Web Development,Advanced,3.62,5268,41,Spanish,46.73,Python Basics
C0008883,Cybersecurity Project-Based Bootcamp,Skillshare,Cybersecurity,Intermediate,4.13,7980,94,Spanish,7.69,Statistics
C0008884,Cloud Computing for Everyone,FutureLearn,Cloud Computing,Advanced,3.9,33362,24,Spanish,0.24,Statistics
C0008885,Cloud Computing Project-Based Bootcamp,NPTEL,Cloud Computing,Advanced,4.75,43434,7,French,97.95,Statistics
C0008886,Cybersecurity Hands-on Workshop,edX,Cybersecurity,Beginner,4.9,49209,26,French,36.14,Basic Programming
C0008887,Web Development for Everyone,Coursera,Web Development,Advanced,3.97,25616,27,English,86.3,Basic Programming
C0008888,Blockchain Hands-on Workshop,NPTEL,Blockchain,Intermediate,4.37,41684,19,Spanish,84.48,None
C0008889,Advanced Cloud Computing Concepts,Skillshare,Cloud Computing,Beginner,4.13,39438,98,Spanish,92.38,Python Basics
C0008890,Machine Learning Project-Based Bootcamp,Coursera,Machine Learning,Beginner,4.75,32130,24,Spanish,81.4,Statistics
C0008891,Blockchain Fundamentals using TensorFlow,Udemy,Blockchain,Advanced,4.47,43471,41,Hindi,82.42,Basic Programming
C0008892,Data Science Hands-on Workshop,FutureLearn,Data Science,Intermediate,4.81,47292,59,Spanish,95.43,None
C0008893,Complete Guide to Cloud Computing,Skillshare,Cloud Computing,Beginner,3.93,26837,9,English,61.68,Basic Programming
C0008894,Mastering Machine Learning using R,Skillshare,Machine Learning,Intermediate,3.84,37506,55,Spanish,85.42,Basic Programming
C0008895,Web Development Project-Based Bootcamp,edX,Web Development,Intermediate,4.56,48390,90,Spanish,38.86,Python Basics
C0008896,Complete Guide to Cybersecurity,Udemy,Cybersecurity,Intermediate,3.78,47676,23,French,14.94,Basic Programming
C0008897,Complete Guide to AI,NPTEL,AI,Intermediate,3.88,44984,51,English,1.7,Linear Algebra
C0008898,Cybersecurity Hands-on Workshop,Coursera,Cybersecurity,Advanced,3.56,12137,77,English,69.98,None
C0008899,Advanced Cybersecurity Concepts,edX,Cybersecurity,Intermediate,4.12,37806,76,English,61.62,Python Basics
C0008900,Cloud Computing Fundamentals using TensorFlow,Coursera,Cloud Computing,Intermediate,3.6,20146,13,French,77.77,None
C0008901,Machine Learning Fundamentals with Spark,NPTEL,Machine Learning,Advanced,4.81,25665,92,Spanish,23.88,Statistics
C0008902,Advanced Data Science Concepts,FutureLearn,Data Science,Intermediate,4.37,5236,40,Hindi,17.18,Basic Programming
C0008903,Mastering Cloud Computing Bootcamp,Udemy,Cloud Computing,Intermediate,4.12,39924,29,English,90.55,Basic Programming
C0008904,Complete Guide to Machine Learning,Udemy,Machine Learning,Advanced,3.72,30047,91,Spanish,94.95,Statistics
C0008905,Cybersecurity Project-Based Bootcamp,Udemy,Cybersecurity,Intermediate,4.38,21441,55,French,96.41,Basic Programming
C0008906,Data Science Hands-on Workshop,NPTEL,Data Science,Advanced,4.35,22576,73,English,11.3,Basic Programming
C0008907,Crash Course in Blockchain,FutureLearn,Blockchain,Intermediate,4.65,30710,98,French,11.73,Python Basics
C0008908,Mastering AI Bootcamp,FutureLearn,AI,Advanced,3.56,33253,87,English,4.36,Python Basics
C0008909,Complete Guide to Machine Learning,edX,Machine Learning,Advanced,4.65,1711,74,English,56.22,Basic Programming
C0008910,Web Development Hands-on Workshop,FutureLearn,Web Development,Advanced,4.5,23502,24,Hindi,82.33,Statistics
C0008911,Cybersecurity Fundamentals with Spark,NPTEL,Cybersecurity,Advanced,4.23,9583,42,English,48.29,Python Basics
C0008912,Web Development Fundamentals using TensorFlow,edX,Web Development,Intermediate,4.59,21408,97,Hindi,76.94,Basic Programming
C0008913,Crash Course in Machine Learning,Udemy,Machine Learning,Advanced,4.11,20238,100,Spanish,38.97,Python Basics
C0008914,Cloud Computing Fundamentals Bootcamp,Skillshare,Cloud Computing,Intermediate,3.95,1114,11,Spanish,88.89,None
C0008915,Cybersecurity Project-Based Bootcamp,Skillshare,Cybersecurity,Beginner,4.87,25084,59,French,65.31,Basic Programming
C0008916,Cybersecurity Project-Based Bootcamp,NPTEL,Cybersecurity,Intermediate,3.94,25762,69,English,35.97,Python Basics
C0008917,AI for Everyone,Skillshare,AI,Intermediate,4.93,5321,80,French,19.74,None
C0008918,Web Development Fundamentals Essentials,edX,Web Development,Intermediate,3.63,19164,8,Hindi,99.73,Statistics
C0008919,Web Development Hands-on Workshop,Udemy,Web Development,Advanced,4.97,35697,20,Spanish,38.88,Python Basics
C0008920,Data Science Hands-on Workshop,Skillshare,Data Science,Intermediate,3.63,40704,82,Spanish,51.09,None
C0008921,Crash Course in Machine Learning,Skillshare,Machine Learning,Intermediate,4.2,13337,64,Spanish,19.25,Linear Algebra
C0008922,Advanced Blockchain Concepts,FutureLearn,Blockchain,Beginner,3.82,49016,97,English,19.99,Basic Programming
C0008923,Crash Course in Blockchain,FutureLearn,Blockchain,Advanced,3.84,33198,89,English,1.43,Basic Programming
C0008924,Cloud Computing Project-Based Bootcamp,NPTEL,Cloud Computing,Intermediate,3.69,34967,35,Spanish,15.24,Linear Algebra
C0008925,Crash Course in Cloud Computing,Skillshare,Cloud Computing,Advanced,4.28,23744,59,English,31.83,None
C0008926,Web Development Project-Based Bootcamp,NPTEL,Web Development,Advanced,4.29,5555,73,Spanish,21.22,Basic Programming
C0008927,Cloud Computing Hands-on Workshop,NPTEL,Cloud Computing,Beginner,4.98,26111,66,Hindi,85.15,None
C0008928,Blockchain Project-Based Bootcamp,FutureLearn,Blockchain,Advanced,4.69,40331,12,Hindi,69.56,Python Basics
C0008929,Web Development for Everyone,NPTEL,Web Development,Intermediate,4.6,5240,33,Spanish,46.07,Python Basics
C0008930,Big Data Fundamentals using R,Udemy,Big Data,Beginner,3.52,15788,96,Spanish,14.6,Linear Algebra
C0008931,Mastering AI using R,edX,AI,Intermediate,3.86,8660,52,Hindi,84.3,Statistics
C0008932,Big Data Hands-on Workshop,Udemy,Big Data,Beginner,4.67,13463,13,Hindi,75.11,None
C0008933,Blockchain Fundamentals from Scratch,Coursera,Blockchain,Beginner,4.69,1060,10,English,17.21,Python Basics
C0008934,Mastering Data Science Bootcamp,FutureLearn,Data Science,Advanced,4.8,28177,87,Hindi,16.31,Python Basics
C0008935,Machine Learning Hands-on Workshop,FutureLearn,Machine Learning,Beginner,3.95,20749,84,English,19.47,Python Basics
C0008936,Advanced Blockchain Concepts,Udemy,Blockchain,Advanced,3.57,20393,37,Hindi,56.13,None
C0008937,Advanced AI Concepts,Skillshare,AI,Beginner,4.29,9056,32,Spanish,85.03,Statistics
C0008938,Complete Guide to Data Science,Udemy,Data Science,Advanced,4.78,31684,16,English,91.27,Statistics
C0008939,Mastering Cloud Computing with Spark,Udemy,Cloud Computing,Beginner,4.02,3983,92,Hindi,26.99,None
C0008940,Mastering Big Data using TensorFlow,Coursera,Big Data,Beginner,4.96,45606,85,English,49.32,Linear Algebra
C0008941,Cybersecurity Hands-on Workshop,Coursera,Cybersecurity,Beginner,4.57,32890,83,English,50.88,Python Basics
C0008942,Complete Guide to Web Development,Skillshare,Web Development,Intermediate,4.95,4307,21,Hindi,30.39,Statistics
C0008943,Advanced Big Data Concepts,NPTEL,Big Data,Advanced,4.83,28815,25,English,50.52,Statistics
C0008944,AI Project-Based Bootcamp,edX,AI,Beginner,4.01,4143,15,English,12.5,Python Basics
C0008945,Complete Guide to Cloud Computing,Udemy,Cloud Computing,Intermediate,3.7,49955,52,Spanish,0.37,Linear Algebra
C0008946,Mastering Machine Learning from Scratch,FutureLearn,Machine Learning,Beginner,3.79,36246,25,French,91.36,Basic Programming
C0008947,Machine Learning Hands-on Workshop,Skillshare,Machine Learning,Intermediate,4.03,9481,49,English,89.73,Python Basics
C0008948,Mastering Cybersecurity Bootcamp,NPTEL,Cybersecurity,Advanced,4.48,47529,84,French,82.93,Basic Programming
C0008949,Cloud Computing Project-Based Bootcamp,FutureLearn,Cloud Computing,Intermediate,4.4,26213,57,Spanish,89.42,Linear Algebra
C0008950,Crash Course in AI,Skillshare,AI,Advanced,3.76,39723,35,Spanish,25.94,Linear Algebra
C0008951,Advanced Web Development Concepts,NPTEL,Web Development,Intermediate,3.81,15585,90,Hindi,76.26,Basic Programming
C0008952,Crash Course in Blockchain,Skillshare,Blockchain,Advanced,3.91,40630,95,Hindi,83.8,Statistics
C0008953,AI Project-Based Bootcamp,Udemy,AI,Beginner,4.16,38879,78,French,1.05,Basic Programming
C0008954,Crash Course in Cybersecurity,Coursera,Cybersecurity,Advanced,4.83,33457,8,Spanish,64.57,Basic Programming
C0008955,Cloud Computing Fundamentals with Spark,Udemy,Cloud Computing,Beginner,4.42,9981,100,English,11.37,Python Basics
C0008956,Machine Learning Project-Based Bootcamp,edX,Machine Learning,Intermediate,4.85,10565,75,French,0.15,Statistics
C0008957,Crash Course in Machine Learning,Udemy,Machine Learning,Intermediate,3.93,33525,98,Spanish,79.87,Python Basics
C0008958,Cloud Computing Fundamentals Masterclass,Coursera,Cloud Computing,Intermediate,4.53,44464,26,Hindi,46.63,Basic Programming
C0008959,Big Data Hands-on Workshop,Skillshare,Big Data,Advanced,4.46,26846,55,English,75.27,None
C0008960,Mastering Blockchain using R,FutureLearn,Blockchain,Beginner,3.7,25942,71,English,27.42,Statistics
C0008961,Web Development for Everyone,edX,Web Development,Intermediate,3.63,4316,97,Spanish,72.6,Statistics
C0008962,AI Project-Based Bootcamp,FutureLearn,AI,Intermediate,4.33,40110,80,French,83.84,Basic Programming
C0008963,Machine Learning Hands-on Workshop,edX,Machine Learning,Beginner,4.08,21278,60,French,15.89,None
C0008964,Crash Course in Machine Learning,Coursera,Machine Learning,Advanced,4.83,28494,51,English,92.71,Basic Programming
C0008965,Web Development Project-Based Bootcamp,Coursera,Web Development,Beginner,3.85,32954,43,French,92.96,None
C0008966,Blockchain for Everyone,Coursera,Blockchain,Advanced,4.06,24437,45,Hindi,37.85,Linear Algebra
C0008967,Mastering Cloud Computing Bootcamp,Skillshare,Cloud Computing,Intermediate,3.99,47947,63,Spanish,54.07,None
C0008968,Mastering AI using R,edX,AI,Intermediate,4.86,49306,25,English,58.08,Basic Programming
C0008969,Data Science Project-Based Bootcamp,Skillshare,Data Science,Intermediate,3.9,31661,31,Spanish,84.55,Linear Algebra
C0008970,Data Science Hands-on Workshop,edX,Data Science,Intermediate,4.38,36248,44,French,32.93,Linear Algebra
C0008971,Complete Guide to Machine Learning,Skillshare,Machine Learning,Beginner,4.98,31346,81,Spanish,87.08,Linear Algebra
C0008972,Mastering Web Development Essentials,Udemy,Web Development,Beginner,3.62,41591,19,Spanish,78.44,Linear Algebra
C0008973,Cybersecurity Hands-on Workshop,edX,Cybersecurity,Intermediate,4.48,22606,67,French,96.94,Python Basics
C0008974,Data Science Project-Based Bootcamp,Skillshare,Data Science,Advanced,4.45,17518,89,English,64.17,Python Basics
C0008975,Big Data Hands-on Workshop,Skillshare,Big Data,Advanced,3.89,30467,41,Spanish,21.88,Python Basics
C0008976,Big Data for Everyone,Coursera,Big Data,Beginner,4.89,11326,38,Spanish,78.25,None
C0008977,AI Fundamentals Essentials,FutureLearn,AI,Intermediate,4.38,31570,84,Spanish,67.73,Python Basics
C0008978,Complete Guide to Big Data,FutureLearn,Big Data,Advanced,3.56,11425,87,Spanish,52.58,Linear Algebra
C0008979,Web Development for Everyone,FutureLearn,Web Development,Beginner,4.71,12734,92,English,81.62,Basic Programming
C0008980,Crash Course in Cloud Computing,FutureLearn,Cloud Computing,Beginner,4.73,47982,62,French,0.24,Python Basics
C0008981,Advanced AI Concepts,NPTEL,AI,Intermediate,3.55,34046,78,French,78.68,Basic Programming
C0008982,Mastering Web Development with Spark,Skillshare,Web Development,Advanced,4.67,49922,55,French,84.33,Basic Programming
C0008983,Data Science Hands-on Workshop,Coursera,Data Science,Intermediate,4.42,10133,11,Spanish,57.34,Linear Algebra
C0008984,Big Data for Everyone,Skillshare,Big Data,Advanced,4.51,42377,14,Spanish,59.95,None
C0008985,Web Development Project-Based Bootcamp,FutureLearn,Web Development,Advanced,3.5,15546,48,French,96,Basic Programming
C0008986,Blockchain Project-Based Bootcamp,Coursera,Blockchain,Intermediate,4.88,5981,23,Spanish,16.27,None
C0008987,Advanced Data Science Concepts,Coursera,Data Science,Intermediate,3.85,35077,100,Spanish,98.15,None
C0008988,AI Hands-on Workshop,Udemy,AI,Advanced,3.61,12521,72,French,92.44,Statistics
C0008989,Crash Course in Blockchain,Coursera,Blockchain,Beginner,3.58,9611,70,Hindi,81,Basic Programming
C0008990,Crash Course in Cybersecurity,NPTEL,Cybersecurity,Advanced,4.34,41177,89,Spanish,24.54,Linear Algebra
C0008991,Cybersecurity for Everyone,edX,Cybersecurity,Advanced,3.67,25986,90,Spanish,6.38,Basic Programming
C0008992,Data Science Fundamentals with Python,Udemy,Data Science,Beginner,3.62,22449,21,English,7.98,Statistics
C0008993,Cloud Computing Hands-on Workshop,NPTEL,Cloud Computing,Intermediate,3.8,23179,72,French,88.76,None
C0008994,Web Development Fundamentals Essentials,Skillshare,Web Development,Beginner,3.67,29879,86,French,75.41,Linear Algebra
C0008995,Complete Guide to AI,Coursera,AI,Intermediate,4.61,4810,53,Spanish,80.51,Linear Algebra
C0008996,Advanced Machine Learning Concepts,NPTEL,Machine Learning,Beginner,4.37,18580,21,Hindi,21.51,Basic Programming
C0008997,Advanced AI Concepts,edX,AI,Beginner,4.98,23477,23,Hindi,14.9,Statistics
C0008998,Advanced Blockchain Concepts,edX,Blockchain,Beginner,3.73,11051,36,Hindi,23.8,None
C0008999,Advanced AI Concepts,edX,AI,Beginner,4.05,34440,40,Hindi,24.99,None
C0009000,Cloud Computing for Everyone,Udemy,Cloud Computing,Advanced,4.75,2008,100,English,67.94,Basic Programming
C0009001,Crash Course in Cybersecurity,Skillshare,Cybersecurity,Beginner,4.98,36736,13,English,4.45,Linear Algebra
C0009002,Advanced Machine Learning Concepts,edX,Machine Learning,Beginner,4.25,25257,26,French,0.02,None
C0009003,Data Science Hands-on Workshop,FutureLearn,Data Science,Intermediate,4.02,35697,37,Spanish,80.15,Python Basics
C0009004,Complete Guide to Cloud Computing,edX,Cloud Computing,Beginner,3.86,24133,36,English,34.07,Python Basics
C0009005,Advanced Cybersecurity Concepts,Udemy,Cybersecurity,Beginner,4.8,6279,99,Spanish,49.64,Basic Programming
C0009006,Big Data Hands-on Workshop,Udemy,Big Data,Advanced,4.08,35695,63,Spanish,46.08,Statistics
C0009007,Mastering Web Development Masterclass,Udemy,Web Development,Advanced,4.86,2573,13,English,0.24,Python Basics
C0009008,Big Data Fundamentals with Spark,edX,Big Data,Advanced,4.37,9983,31,Hindi,30.92,None
C0009009,Cloud Computing Fundamentals with Python,FutureLearn,Cloud Computing,Advanced,3.67,38142,59,Hindi,21.35,None
C0009010,Blockchain for Everyone,NPTEL,Blockchain,Intermediate,4.15,21296,53,Hindi,55.69,Linear Algebra
C0009011,Machine Learning Fundamentals using R,Coursera,Machine Learning,Advanced,3.65,40454,29,French,92.1,Python Basics
C0009012,Crash Course in Data Science,NPTEL,Data Science,Advanced,3.76,10828,19,Spanish,98.8,Statistics
C0009013,Web Development Fundamentals with Spark,FutureLearn,Web Development,Intermediate,4.73,18549,26,Spanish,81.31,Statistics
C0009014,Mastering Web Development from Scratch,FutureLearn,Web Development,Advanced,4.53,36742,85,French,80.39,Python Basics
C0009015,Blockchain Project-Based Bootcamp,FutureLearn,Blockchain,Beginner,4.54,33933,54,Spanish,37.76,Linear Algebra
C0009016,Advanced Data Science Concepts,Skillshare,Data Science,Beginner,4.13,21744,7,Hindi,84.61,None
C0009017,Big Data Project-Based Bootcamp,Skillshare,Big Data,Advanced,4.12,21633,31,Spanish,57.25,Statistics
C0009018,Advanced Blockchain Concepts,edX,Blockchain,Intermediate,4.64,24678,49,Spanish,48.17,Basic Programming
C0009019,Advanced Data Science Concepts,Coursera,Data Science,Beginner,4.33,49348,47,French,27.69,None
C0009020,Blockchain Project-Based Bootcamp,Coursera,Blockchain,Advanced,4.39,35291,100,Spanish,91.39,Basic Programming
C0009021,Cloud Computing Project-Based Bootcamp,Coursera,Cloud Computing,Intermediate,3.51,42716,46,Spanish,74.11,Statistics
C0009022,Big Data Project-Based Bootcamp,Coursera,Big Data,Intermediate,4.24,44595,23,Spanish,90.74,None
C0009023,Cybersecurity Project-Based Bootcamp,edX,Cybersecurity,Beginner,4.4,20381,12,Spanish,96.05,Basic Programming
C0009024,Advanced Data Science Concepts,FutureLearn,Data Science,Beginner,4.58,32084,34,French,54.43,None
C0009025,Cloud Computing for Everyone,NPTEL,Cloud Computing,Beginner,4.35,47756,31,French,74.2,Statistics
